,Titulo,Data,Cluster
5639,the athletes who helped battle covid-19 before tokyo | time,2021-07-08,2
5628,el gobierno argentino cortó transmisión cumbre mercosur luego mensaje alberto fernández invisibilizó países,2021-07-08,2
5620,la final copa américa argentina brasil ...,2021-07-08,1
5621,argentina alcanzó 60 % mayores 20 años ...,2021-07-08,1
5622,nación cubrirá internaciones pacientes covid ...,2021-07-08,2
5623,cómo argentina pos-covid – agencia tss,2021-07-08,1
5629,"bangladesh alert brazil , argentina copa américa clash",2021-07-08,1
5625,la variante delta toma españa : quinta ola covid-19 extiende jóvenes alerta toda europa,2021-07-08,2
5626,la vacuna moderna todavía autorizada niños adolescentes,2021-07-08,1
5627,alarma sanitarium cuba tras registrar récord casos muertes covid-19 día,2021-07-08,2
5624,apoyo ebt neokit sas escalar desarrollo ...,2021-07-08,2
5650,germany list spain covid-19 risk area,2021-07-09,2
5658,mwc 2021 5k visitor outside spain,2021-07-09,2
5657,el gordo christmas lottery tickets now on sale throughout ...,2021-07-09,2
5656,covid : travellers returning england warned six-hour airport queue,2021-07-09,2
5655,horror costa dorada psychotic teenager gouge ...,2021-07-09,2
5654,uk public warned ignore covid app virus case ...,2021-07-09,2
5653,bookings surge covid quarantine rule relaxed,2021-07-09,2
5652,police `` freaked out '' government 's covid agent scheme,2021-07-09,2
5651,spanish tourist hotspot seek return curfew youth ...,2021-07-09,2
5659,"spain safe tourism destination , minister say",2021-07-09,2
5649,se complica acceso fármaco cuadros graf ...,2021-07-09,2
5647,martín guzmán : “ el principal problema economía ...,2021-07-09,2
5646,tercera ola covid-19 méxico : 71 hospitales operan 100 %,2021-07-09,2
5645,síntomas variante delta covid-19 : cuáles cinco detectables,2021-07-09,2
5644,desde hoy rige vacunación covid libre mayores 40 años provincia buenos aires,2021-07-09,2
5643,"¿cuál vacuna cubana autorización , ...",2021-07-09,2
5642,la final copa américa argentina brasil público maracaná,2021-07-09,1
5641,brasil v argentina : autorizan 10 % aforo final maracaná,2021-07-09,1
5640,la final copa américa realizará público tribunas maracaná,2021-07-09,1
5648,día independencia : ¿se sigue vacunando hoy feriado 9 julio buenos aires ?,2021-07-09,2
5672,"lambda variant of covid-19 coronavirus is spreading , what ...",2021-07-10,2
5673,covid certificate app available,2021-07-10,2
5674,"in spain ’ s strawberry field , migrant woman face sexual abuse",2021-07-10,2
5671,spain 's prime minister pedro sanchez announces ...,2021-07-10,2
5676,belgium recognises india 's covishield vaccine ...,2021-07-10,2
5677,"félix bolaños , ministro presidencia , pilar llop , justicia josé manuel albares , exteriores",2021-07-10,2
5678,"pfizer ’ s covid-19 vaccine contain graphene oxide , expert say",2021-07-10,2
5675,younger patient flooding spanish hospital amid new covid surge,2021-07-10,2
5670,can i travel spain i 've one dose covid-19 ...,2021-07-10,2
5679,the latest : new york state see rise covid-19 infection,2021-07-10,2
5668,el duelo difícil : perder ser querido contagió coronavirus,2021-07-10,0
5660,argentina v brasil : detectan test covid-19 falsos entrar final copa américa,2021-07-10,2
5661,argentina consagra campeón copa américa ...,2021-07-10,1
5662,"argentina messi , ¡campeones copa américa 2020 !",2021-07-10,1
5663,argentina registra 11.561 nuevos casos coronavirus 354 muertes día,2021-07-10,0
5669,cuáles requisitos ingresar cada provincia,2021-07-10,2
5665,"cómo funciona eficacia abdala , vacuna covid-19 aprobó cuba",2021-07-10,2
5666,vacuna vacuna : efectos adversos comunes después recibir dosis aplican país,2021-07-10,2
5667,américa latina vacuna completo 15 % población mientras variantes avanzan,2021-07-10,2
5664,argentina extiende medidas anticovid 6 agosto,2021-07-10,1
5699,boris johnson share update extra bank holiday england ...,2021-07-11,2
5698,elon musk buy ticket future flight sir richard branson 's ...,2021-07-11,2
5697,barcelona shuts indoor nightclub new restriction ...,2021-07-11,2
5696,spanish officer dy helicopter crash anti-drug ...,2021-07-11,2
5695,patios prepared england italy fan team battle ...,2021-07-11,2
5694,msc grandiosa : three passengers test positive covid-19,2021-07-11,2
5693,salud ! spain ’ s female winemaker use intuition rise top,2021-07-11,2
5691,basque country hail ‘ forgotten ’ retelling picasso ’ s guernica,2021-07-11,2
5690,denmark introduces stricter entry restrictions some ...,2021-07-11,2
5692,los farmacéuticos claman : test covid pueden venderlos,2021-07-11,2
5688,desde lunes centro provincial testeo covid ...,2021-07-11,2
5680,argentina firmó acuerdo moderna suministro ...,2021-07-11,1
5681,la covid 19 impidió recepción oficial presidente argentina albiceleste,2021-07-11,2
5682,¿cómo sigue futuro selección argentina ?,2021-07-11,1
5683,argentina monta fiesta recibir selección tras ganar copa américa,2021-07-11,1
5689,"año 'celeste ' , argentina une cruz azul rompe sequía títulos",2021-07-11,1
5685,acapulco podría regresar semáforo amarillo repunte covid-19,2021-07-11,2
5686,"argentina fan kerala go wild south american country win copa america , flout covid-19 norm even case soar",2021-07-11,2
5687,coronavirus perú hoy : cuántos casos registraron 11 julio,2021-07-11,0
5684,efectos secundarios astrazeneca : debes saber tras vacunación covid-19,2021-07-11,2
5710,"spain 's coronavirus infection keep rising , region impose ...",2021-07-12,0
5718,nightclubs large event advised ask covid pass,2021-07-12,2
5717,spain includes qatar green list ; remove travel restriction,2021-07-12,2
5716,spain invest $ 5b electric vehicle production,2021-07-12,2
5715,"la compañía belga xior lanza opa socimi student properties spain máximo 58,4 millones",2021-07-12,2
5714,"spain says there is no reason cancel vacations , despite ...",2021-07-12,2
5713,germany tightens entry restrictions travellers from spain ...,2021-07-12,2
5712,eu countries impose stricter entry restrictions spanish ...,2021-07-12,2
5711,spain among eu country highest coronavirus infection rate,2021-07-12,0
5719,albacete hottest place spain 44 degree sunday,2021-07-12,2
5709,argentina china acordaron crear centro binacional ...,2021-07-12,1
5707,1 cada 6 persona covid-19 verá alterada frecuencia cardíaca varios me,2021-07-12,2
5700,estudio publicado : dosis sputnik v desencadena ...,2021-07-12,2
5701,argentina registra 14.989 nuevos casos coronavirus 480 muertes día,2021-07-12,0
5702,la justicia ordenó vacunar presos riesgo cárceles comisarías bonaerenses,2021-07-12,1
5708,infectólogos alertan rebrote casos covid-19 festejos copa américa,2021-07-12,2
5704,"muere 57 % pacientes ingresan terapia covid , según estudio argentino publicado the",2021-07-12,2
5705,la pandemia desencadenó mayor aumento hambre décadas,2021-07-12,1
5706,moderna supply 20 mln dos covid-19 vaccine ...,2021-07-12,2
5703,la cnv aprobó hoy fideicomiso proyecto vida ...,2021-07-12,1
5731,council give green light first recovery disbursement,2021-07-13,2
5738,arcelormittal sign mou spanish government ...,2021-07-13,2
5737,eib bbva provide €1.015 billion support spanish company,2021-07-13,2
5736,france announces stricter restrictions against non ...,2021-07-13,2
5735,"vietnam mix dos pfizer , astrazeneca covid-19 vaccine",2021-07-13,2
5734,international travel : irish bar owner spain banking ...,2021-07-13,2
5733,spain lift travel restriction visitor qatar,2021-07-13,2
5732,spain 's defense minister visits u.s. ship > u.s,2021-07-13,2
5739,the impact covid‐19 obesity service across europe : a ...,2021-07-13,2
5730,oms advierte mezclar combinar vacunas covid,2021-07-13,2
5728,uniendo argentina escocia través arte whisky,2021-07-13,1
5727,johnson & johnson astrazeneca estudian eventual modificación vacunas covid-19 evitar cuadros trombosis,2021-07-13,2
5726,coronavirus argentina hoy : cuántos casos registra san luis 13 julio,2021-07-13,0
5725,síndrome guillain-barré : enfermedad rara cómo relaciona vacunas,2021-07-13,2
5724,"paracetamol , ¿antes después vacuna covid-19 ? : dice oms",2021-07-13,2
5723,plan estratégico vacunación : mañana jueves ...,2021-07-13,2
5722,migraciones detectó ingresantes variante ...,2021-07-13,2
5721,google maps agrega centros vacunación covid-19 ...,2021-07-13,2
5720,cómo dónde pide “ pasaporte covid ” acaba entrar vigencia unión europea,2021-07-13,2
5729,"global citizen live : concierto benéfico 24 horas the weeknd , billie eilish",2021-07-13,2
5752,spain 's catalonia impose curfew coronavirus infection ...,2021-07-14,0
5753,coronavirus self-testing kit go sale spain 20th july,2021-07-14,0
5754,"the spanish civil war begin – archive , 1936",2021-07-14,2
5755,"el confinamiento general población decretó pedro sánchez inconstitucional , dice tc",2021-07-14,2
5751,high vaccine acceptance let spain avoid debate mandatory inoculation,2021-07-14,2
5757,pro-onion faction triumph spain ’ s great omelette debate,2021-07-14,2
5758,la ocde advierte aprendizaje permanente ...,2021-07-14,1
5759,covid vaccine letter available manx traveller,2021-07-14,2
5756,spanish fa open discussion hosting la liga game miami,2021-07-14,1
5750,spain ’ s top court rule coronavirus state alarm unconstitutional,2021-07-14,0
5746,un hospital bonaerense registró pacientes covid tras año medio enfermeras festejaron baile tik tok,2021-07-14,2
5748,la desafortunada frase alberto fernández 100 mil muertos ahora toma dimensión,2021-07-14,1
5741,la argentina superó 100.000 muertos coronavirus,2021-07-14,1
5742,muertes coronavirus : cuáles provincias ...,2021-07-14,0
5743,estudios inmunidad celular t demuestran potente ...,2021-07-14,2
5740,argentina superó 100 mil muertos covid-19 : vox hechos tragedia precedentes,2021-07-14,2
5745,el gobierno garantizó esteban bullrich regreso país ...,2021-07-14,2
5749,los casos covid-19 dispararon reino unido : registró mayor cifra mediados enero,2021-07-14,2
5747,corea sur registró récord diario casos coronavirus,2021-07-14,0
5744,covid-19 : siete récords detrás 100.000 muertos registrados argentina,2021-07-14,2
5772,uk government place balearic islands amber travel list,2021-07-15,2
5779,"not covid : a virus unprecedented summer surge louisiana , hospitalizing baby",2021-07-15,2
5778,barcelona build 1st cricket pitch thanks woman 's push,2021-07-15,2
5777,spain greece tighten local covid-19 restrictions as ...,2021-07-15,2
5776,spain 's north african enclaves report worsening economies,2021-07-15,2
5775,more half million covid app alert sent latest week,2021-07-15,2
5774,"fotovoltaica - fotovoltaica 2020 : ayer , menos ...",2021-07-15,2
5773,"as spain 's beach fill up , seaside resort sends drone",2021-07-15,2
5771,young unvaccinated people spain see surge covid ...,2021-07-15,2
5770,spain struggles contain rising covid infections,2021-07-15,2
5760,arribaron 768 mil vacunas sinopharm argentina ...,2021-07-15,1
5768,cremaciones incrementaron 111 % 2020 covid-19 : inegi,2021-07-15,2
5767,vacuna sinopharm : cómo funciona duda eficacia argentina,2021-07-15,1
5766,la vacuna johnson & johnson protegería covid-19 8 me,2021-07-15,2
5765,100.000 muertos covid : vecinos cristina kirchner colgaron bandera argentina crespón negro,2021-07-15,1
5764,la estadística pandemia duele : niños fallecieron hoy covid-19 argentina,2021-07-15,2
5763,cinco días duelo nacional 100.000 muertos ...,2021-07-15,2
5762,se decreta 5 días duelo nacional argentina,2021-07-15,1
5761,el gobierno decretó 5 días duelo nacional 100.000 muertos coronavirus,2021-07-15,0
5769,"por segundo día consecutivo , cuba alcanzó récord muertes covid-19",2021-07-15,2
5792,hospital admission covid-19 patient double two week spain,2021-07-16,2
5793,chad a. spain : what i get get covid-19 ...,2021-07-16,2
5794,queen letizia daughter princess leonor receive first dose covid-19 vaccine,2021-07-16,2
5795,la torre eiffel reabre puertas tras ocho me cerrada,2021-07-16,1
5791,reader question : can spain 's new covid self-test kit used ...,2021-07-16,2
5797,made spain : esasolar – pv magazine españa,2021-07-16,2
5798,eu includes ukraine list epidemiologically safe ...,2021-07-16,2
5799,italy : 91 test positive covid italy-belgium match,2021-07-16,2
5796,smell test screen covid ; cancer patient need ...,2021-07-16,2
5790,coronavirus pandemic pushed poverty spain highest level since great recession,2021-07-16,0
5787,cuándo comenzará vacunación covid-19 mujeres embarazadas colombia,2021-07-16,2
5788,los mejores meme vacuna sputnik persona 30 39 años cdmx,2021-07-16,2
5781,ya distribuyeron 30 millones país ...,2021-07-16,2
5782,las vacunas covid-19 aptas niños 6 me 11 años listas ser aplicadas comienzos 2022,2021-07-16,2
5783,"'dicen niños enferman mentira ' , expresa ...",2021-07-16,2
5780,"argentina recibe 3,5 millones vacunas moderna donadas ...",2021-07-16,1
5785,el covid-19 arrasó pulmones sólo trasplante devolvió posibilidad respirar,2021-07-16,2
5786,"llegan argentina 3,5 millones vacunas eeuu ...",2021-07-16,1
5784,"eeuu dona 3,5 millones vacunas coronavirus ...",2021-07-16,0
5789,el presidente fernández encabezó encuentro ...,2021-07-16,2
5815,exposición 'visit spain ' ramón masats la lonja - guia ...,2021-07-17,2
5808,psg 's hakimi test positive covid-19,2021-07-17,2
5814,japan hold spain draw friendly match ahead olympics,2021-07-17,2
5813,holiday covid test : find best price trust,2021-07-17,2
5812,france greenlights covishield ; here ’ s full list eu nation recognise india-made vaccine,2021-07-17,2
5811,france require negative covid test within 24 hour european arrival,2021-07-17,2
5810,covid-19 : france tightens testing rule british traveller rage uk 's 'chaotic ' quarantine u-turn,2021-07-17,2
5809,vacunación covid : ¿cuál diferencia certificado expediente ?,2021-07-17,2
5807,"la marca vacuna , pasaporte entrar europa : ¿nueva forma discriminación ?",2021-07-17,1
5805,america/argentina - “ la pobreza atroz convive ...,2021-07-17,1
5804,encuentro camaradería fuerzas armadas 2021,2021-07-17,2
5803,"si coronavirus virus estacional , ¿por propaga verano ?",2021-07-17,0
5802,covid-19 : falleció niña 8 años comorbilidades ...,2021-07-17,2
5801,"niñas , niños adolescentes , ¿por necesario ...",2021-07-17,2
5800,llegaron 3.500.000 vacunas moderna donadas ...,2021-07-17,2
5806,quién ceo experiencia militar batalla 15 casos diarios covid,2021-07-17,2
5826,"after uttar pradesh uttarakhand , delhi cancel kanwar yatra amid covid-19 pandemic",2021-07-18,2
5833,queen letizia 'just beautiful ' blue cry covid victim - 'couldn ’ t help it ',2021-07-18,2
